,,,L97.523,Non-pressure chronic ulcer of other part of left foot with necrosis of muscle,,,,,,,,,,,,,,,,,,,,,
,,,L97.524,Non-pressure chronic ulcer of other part of left foot with necrosis of bone,,,,,,,,,,,,,,,,,,,,,
,,,L97.529,Non-pressure chronic ulcer of other part of left foot with unspecified severity,,,,,,,,,,,,,,,,,,,,,
,,,L97.801,Non-pressure chronic ulcer of other part of unspecified lower leg limited to breakdown of skin,,,,,,,,,,,,,,,,,,,,,
,,,L97.802,Non-pressure chronic ulcer of other part of unspecified lower leg with fat layer exposed,,,,,,,,,,,,,,,,,,,,,
,,,L97.803,Non-pressure chronic ulcer of other part of unspecified lower leg with necrosis of muscle,,,,,,,,,,,,,,,,,,,,,
,,,L97.804,Non-pressure chronic ulcer of other part of unspecified lower leg with necrosis of bone,,,,,,,,,,,,,,,,,,,,,
,,,L97.809,Non-pressure chronic ulcer of other part of unspecified lower leg with unspecified severity,,,,,,,,,,,,,,,,,,,,,
,,,L97.811,Non-pressure chronic ulcer of other part of right lower leg limited to breakdown of skin,,,,,,,,,,,,,,,,,,,,,
,,,L97.812,Non-pressure chronic ulcer of other part of right lower leg with fat layer exposed,,,,,,,,,,,,,,,,,,,,,
,,,L97.813,Non-pressure chronic ulcer of other part of right lower leg with necrosis of muscle,,,,,,,,,,,,,,,,,,,,,
,,,L97.814,Non-pressure chronic ulcer of other part of right lower leg with necrosis of bone,,,,,,,,,,,,,,,,,,,,,
,,,L97.819,Non-pressure chronic ulcer of other part of right lower leg with unspecified severity,,,,,,,,,,,,,,,,,,,,,
,,,L97.821,Non-pressure chronic ulcer of other part of left lower leg limited to breakdown of skin,,,,,,,,,,,,,,,,,,,,,
,,,L97.822,Non-pressure chronic ulcer of other part of left lower leg with fat layer exposed,,,,,,,,,,,,,,,,,,,,,
,,,L97.823,Non-pressure chronic ulcer of other part of left lower leg with necrosis of muscle,,,,,,,,,,,,,,,,,,,,,
,,,L97.824,Non-pressure chronic ulcer of other part of left lower leg with necrosis of bone,,,,,,,,,,,,,,,,,,,,,
,,,L97.829,Non-pressure chronic ulcer of other part of left lower leg with unspecified severity,,,,,,,,,,,,,,,,,,,,,
,,,L97.901,Non-pressure chronic ulcer of unspecified part of unspecified lower leg limited to breakdown of skin,,,,,,,,,,,,,,,,,,,,,
,,,L97.902,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with fat layer exposed,,,,,,,,,,,,,,,,,,,,,
,,,L97.903,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with necrosis of muscle,,,,,,,,,,,,,,,,,,,,,
,,,L97.904,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with necrosis of bone,,,,,,,,,,,,,,,,,,,,,
,,,L97.909,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with unspecified severity,,,,,,,,,,,,,,,,,,,,,
,,,L97.911,Non-pressure chronic ulcer of unspecified part of right lower leg limited to breakdown of skin,,,,,,,,,,,,,,,,,,,,,
,,,L97.912,Non-pressure chronic ulcer of unspecified part of right lower leg with fat layer exposed,,,,,,,,,,,,,,,,,,,,,
,,,L97.913,Non-pressure chronic ulcer of unspecified part of right lower leg with necrosis of muscle,,,,,,,,,,,,,,,,,,,,,
,,,L97.914,Non-pressure chronic ulcer of unspecified part of right lower leg with necrosis of bone,,,,,,,,,,,,,,,,,,,,,
,,,L97.919,Non-pressure chronic ulcer of unspecified part of right lower leg with unspecified severity,,,,,,,,,,,,,,,,,,,,,
,,,L97.921,Non-pressure chronic ulcer of unspecified part of left lower leg limited to breakdown of skin,,,,,,,,,,,,,,,,,,,,,
,,,L97.922,Non-pressure chronic ulcer of unspecified part of left lower leg with fat layer exposed,,,,,,,,,,,,,,,,,,,,,
,,,L97.923,Non-pressure chronic ulcer of unspecified part of left lower leg with necrosis of muscle,,,,,,,,,,,,,,,,,,,,,
,,,L97.924,Non-pressure chronic ulcer of unspecified part of left lower leg with necrosis of bone,,,,,,,,,,,,,,,,,,,,,
,,,L97.929,Non-pressure chronic ulcer of unspecified part of left lower leg with unspecified severity,,,,,,,,,,,,,,,,,,,,,
,,,L98.411,Non-pressure chronic ulcer of buttock limited to breakdown of skin,,,,,,,,,,,,,,,,,,,,,
,,,L98.412,Non-pressure chronic ulcer of buttock with fat layer exposed,,,,,,,,,,,,,,,,,,,,,
,,,L98.413,Non-pressure chronic ulcer of buttock with necrosis of muscle,,,,,,,,,,,,,,,,,,,,,
,,,L98.414,Non-pressure chronic ulcer of buttock with necrosis of bone,,,,,,,,,,,,,,,,,,,,,
,,,L98.419,Non-pressure chronic ulcer of buttock with unspecified severity,,,,,,,,,,,,,,,,,,,,,
,,,L98.421,Non-pressure chronic ulcer of back limited to breakdown of skin,,,,,,,,,,,,,,,,,,,,,
,,,L98.422,Non-pressure chronic ulcer of back with fat layer exposed,,,,,,,,,,,,,,,,,,,,,
,,,L98.423,Non-pressure chronic ulcer of back with necrosis of muscle,,,,,,,,,,,,,,,,,,,,,
,,,L98.424,Non-pressure chronic ulcer of back with necrosis of bone,,,,,,,,,,,,,,,,,,,,,
,,,L98.429,Non-pressure chronic ulcer of back with unspecified severity,,,,,,,,,,,,,,,,,,,,,
,,,L98.491,Non-pressure chronic ulcer of skin of other sites limited to breakdown of skin,,,,,,,,,,,,,,,,,,,,,
,,,L98.492,Non-pressure chronic ulcer of skin of other sites with fat layer exposed,,,,,,,,,,,,,,,,,,,,,
,,,L98.493,Non-pressure chronic ulcer of skin of other sites with necrosis of muscle,,,,,,,,,,,,,,,,,,,,,
,,,L98.494,Non-pressure chronic ulcer of skin of other sites with necrosis of bone,,,,,,,,,,,,,,,,,,,,,
,,,L98.499,Non-pressure chronic ulcer of skin of other sites with unspecified severity,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
