form_name,field_label,field_key,canonical_key,mapping_status,type,required,confidence,sample_value
EXTREMITY CARE Coll-e-Derm IVR,Assisted Living Facility (POS13),assted_living_facility_pos13,place_of_service,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,2×4cm,2_4cm,Requested_Size,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,4×8cm,4_8cm,Requested_Size,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,Nursing Facility (POS32),nursing_facility_pos32,place_of_service,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,Skilled Nursing Facility (POS31),skilled_nursing_facility_pos31,place_of_service,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,Other,or,other_specify,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,Patient Name,patient_name,patient_name,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,DOB,dob,patient_dob,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Male,male,patient_gender,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,Female,female,patient_gender,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,Address,address,patient_address,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,City,city,patient_city,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,State,state,patient_state,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Zip,zip,patient_zip,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Yes,yes,checkbox_yes,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,No,no,diagnosis,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,Primary Insurance,primary_insurance,primary_insurance,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Secondary Insurance,secondary_insurance,secondary_insurance,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Payer Phone #,payer_phone,contact_phone,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Policy Number,policy_number,policy_number,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Physican Name,r_name,physican_name,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Physican ID #'s,r_id_s,physican_id_numbers,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,NPI,npi,physican_npi,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Tax ID#,tax_id,Tax_ID,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Medicare Physican #,medic_r,medicare_physican_number,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Facility Name,facility_name,facility_name,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Facility ID #'s,facility_id_s,facility_id_numbers,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Facility Contact,facility_contact,facility_contact,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Phone#,phone,contact_phone,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,FAX,fax,fax_number,mapped,text,False,0,1.800.640.2060
EXTREMITY CARE Coll-e-Derm IVR,Facility Contact Email,facility_contact_email,Primary_Contact_Person_Email,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,15271/15272,15271_15272,Cpt_Codes_15271-15272,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,15273/15274,15273_15274,Cpt_Codes_15273-15274,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,Q4193 Coll-e-Derm™,q4193_coll_e_derm,Product_,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,15275/15276,15275_15276,Cpt_Codes_15275-15276,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,15277/15278,15277_15278,Cpt_Codes_15277-15278,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,Anticipated Application Date,anticipated_application_date,anticipated_date,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Number of Anticipated Applications,number_of_anticipated_applications,Number_of_Intended,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,"Diabetic Ulcer (Code Diabetes and Ulcer Locations Separately), 2 codes must be present on claim",diabetic_ulcer_code_diabetes_and_ulcer_locations_separately_2_codes_must_be_present_on_claim,diabetic_ulcer_coding_instructions,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,"Venous Ulcer (Code Venous and Ulcer Locations Separately), 2 codes must be present on claim",venous_ulcer_code_venous_and_ulcer_locations_separately_2_codes_must_be_present_on_claim,venous_ulcer_coding_instructions,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,Surgical Dehiscence,surgical_dehcence,Wound_Type,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,Pressure Ulcer,pressure_ulcer,Wound_Type,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,Trauma Wounds,trauma_wounds,Wound_Type,mapped,text,False,0,:unselected:
EXTREMITY CARE Coll-e-Derm IVR,CUSTOMER SERVICE,customer_service,customer_service,unmapped,text,False,0,1.888.694.6694
EXTREMITY CARE Coll-e-Derm IVR,BILLING,billing,billing,unmapped,text,False,0,1.844.484.2722
EXTREMITY CARE Coll-e-Derm IVR,unselected: New Application,unselected_new_application,checkbox_unselected,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,unselected: Re-verification,unselected_re_verification,checkbox_unselected,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Product Requested MESHED,product_requested_meshed,product_requested_meshed,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,unselected: 2×2cm,unselected_2_2cm,checkbox_unselected,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,unselected: 2×3cm,unselected_2_3cm,checkbox_unselected,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,unselected: 2×4cm,unselected_2_4cm,checkbox_unselected,mapped,text,False,0,
EXTREMITY CARE Coll-e-Derm IVR,Physican AND FACILITY INFORMATION,r_and_facility_information,Facility_Name,mapped,text,False,0,
Celularity_IVR,Biovance®,biovance,Product_,mapped,text,False,0,:unselected:
Celularity_IVR,"Biovance 3L®
EMAIL ADDRESS:
CALL",biovance_3l_email_address_call,patient_address,mapped,text,False,0,:unselected:
Celularity_IVR,Interfyl®,interfyl,Product_,mapped,text,False,0,:unselected:
Celularity_IVR,Account Executive contact information (name and email),account_executive_contact_information_name_and_email,patient_name,mapped,text,False,0,
Celularity_IVR,Patient name,patient_name,patient_name,mapped,text,False,0,
Celularity_IVR,DOB,dob,patient_dob,mapped,text,False,0,
Celularity_IVR,Address,address,patient_address,mapped,text,False,0,
Celularity_IVR,City/State/Zip,city_state_zip,patient_city,mapped,text,False,0,
Celularity_IVR,Primary Insurance,primary_insurance,primary_insurance,mapped,text,False,0,
Celularity_IVR,Ins ID#,ins_id,Member_ID,mapped,text,False,0,
Celularity_IVR,Ins. Phone,ins_phone,contact_phone,mapped,text,False,0,
Celularity_IVR,Secondary Insurance,secondary_insurance,secondary_insurance,mapped,text,False,0,
Celularity_IVR,YES,yes,checkbox_yes,mapped,text,False,0,:unselected:
Celularity_IVR,NO,no,diagnosis,mapped,text,False,0,:unselected:
Celularity_IVR,"If yes, what is the CPT surgery code?",if_yes_what_cpt_surgery_code,cpt_codes,mapped,text,False,0,
Celularity_IVR,Physician Office (11),physician_office_11,physican_name,mapped,text,False,0,:unselected:
Celularity_IVR,HOPD (22),hopd_22,POS_22,mapped,text,False,0,:unselected:
Celularity_IVR,Ambulatory Surgical Center (24),ambulatory_surgical_c_24,POS_24,mapped,text,False,0,:unselected:
Celularity_IVR,Rendering Physician Name,rendering_physician_name,patient_name,mapped,text,False,0,
Celularity_IVR,NPI,npi,physican_npi,mapped,text,False,0,
Celularity_IVR,Tax ID,tax_id,tax_id,mapped,text,False,0,
Celularity_IVR,Medicare PTAN,medic_ptan,Medicare_PTAN,mapped,text,False,0,
Celularity_IVR,Physican Phone,r_phone,contact_phone,mapped,text,False,0,
Celularity_IVR,City / State,city_state,patient_city,mapped,text,False,0,
Celularity_IVR,Physican Fax,r_fax,contact_fax,mapped,text,False,0,
Celularity_IVR,Primary Contact Person,primary_contact_person,Primary_Contact_Person,mapped,text,False,0,
Celularity_IVR,Contact Phone,contact_phone,contact_phone,mapped,text,False,0,
Celularity_IVR,Contact Email Address,contact_email_address,patient_address,mapped,text,False,0,
Celularity_IVR,Contact Fax,contact_fax,contact_fax,mapped,text,False,0,
Celularity_IVR,Facility Name,facility_name,facility_name,mapped,text,False,0,
Celularity_IVR,Facility Phone,facility_phone,contact_phone,mapped,text,False,0,
Celularity_IVR,Facility Address,facility_address,patient_address,mapped,text,False,0,
Celularity_IVR,Facility Fax,facility_fax,contact_fax,mapped,text,False,0,
Celularity_IVR,Facility NPI,facility_npi,facility_npi,mapped,text,False,0,
Celularity_IVR,Group PTAN,group_ptan,Group_PTAN,mapped,text,False,0,
Celularity_IVR,Procedure Date,procedure_date,Date_of_Service,mapped,text,False,0,
Celularity_IVR,CPT / HCPCS Code(s),cpt_hcpcs_code_s,cpt_codes,mapped,text,False,0,
Celularity_IVR,Diagnosis ICD-10 Codes,diagnos_icd_10_codes,diagnosis,mapped,text,False,0,
Celularity_IVR,Wound Size(s),wound_size_s,Wound_Sizes,mapped,text,False,0,
Celularity_IVR,Wound Location,wound_location,Wound_Location,mapped,text,False,0,
Celularity_IVR,Additional Patient Notes,additional_patient_notes,patient_name,mapped,text,False,0,
Celularity_IVR,Number of Grafts Intended,number_of_grafts_intended,Number_of_Intended,mapped,text,False,0,
Celularity_IVR,Size of Initial Application (in sq. cm or ml/mg),size_of_initial_application_in_sq_cm_or_ml_mg,Size_In_cm2,mapped,text,False,0,
Celularity_IVR,Physician Signature,physician_signature,physican_name,mapped,text,False,0,
Celularity_IVR,Date,date,patient_dob,mapped,text,False,0,
Celularity_IVR,PATIENT INFORMATION: * Please submit copies of insurance cards (front & back) and patient demographics sheet,patient_information_submit_copies_of_insurance_cards_front_back_and_patient_demographics_sheet,patient_name,mapped,text,False,0,
Celularity_IVR,Is Patient currently in a surgical global period? YES :unselected: NO,patient_currently_in_a_surgical_global_period_yes_unselected_no,patient_name,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,SERVICED BY;,serviced_by,serviced_by,unmapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,Membrane Wrap,membrane_wrap,Product_,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,Membrane Wrap hydr,membrane_wrap_hydr,Product_,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,Membrane Tri Layer,membrane_tri_layer,Product_,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,Revoshield,revoshield,Product_,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,Dermabind,dermabind,Product_,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,Esano aca,esano_aca,checkbox_no,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,REPRESENTATIVE NAME,representative_name,patient_name,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,ISO IF APPLICABLE,o_if_applicable,iso_if_applicable,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,ADDITIONAL EMAILS FOR NOTIFICATION (REQUIRES BAA),additional_emails_for_notification_requires_baa,checkbox_no,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,PHYSICIAN NAME,physician_name,patient_name,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,NPI,npi,physican_npi,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,PHYSICIAN SPECIALTY,physician_specialty,physican_name,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,TAX ID,tax_id,tax_id,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,FACILITY NAME,facility_name,facility_name,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,PTAN,ptan,physican_PTAN,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,FACILITY ADDRESS,facility_address,patient_address,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,MEDICAID #,medicaid,Medicaid_Number,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,"CITY, STATE, ZIP",city_state_zip,patient_city,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,PHONE #,phone,contact_phone,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,CONTACT NAME,contact_name,patient_name,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,FAX #,fax,contact_fax,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,CONTACT PH/EMAIL,contact_ph_email,Primary_Contact_Person_Phone,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,MANAGEMENT CO,management_co,Organization,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,PHYSICIAN OFFICE (POS 11),physician_office_pos_11,physican_name,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,HOSPITAL OUTPATIENT (POS22),hospital_outpatient_pos22,patient_name,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,SURGERY CENTER (POS 24),surgery_c_pos_24,place_of_service,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,HOME (POS12),home_pos12,place_of_service,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,NURSING CARE FACILITY (POS 32 ),nursing_c_facility_pos_32,place_of_service,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,OTHER (PLEASE SPECIFY),or_specify,POS_Other,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,PATIENT NAME,patient_name,patient_name,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,PATIENT DOB,patient_dob,patient_dob,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,PATIENT ADDRESS,patient_address,patient_address,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,PATIENT PHONE,patient_phone,patient_name,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,PATIENT FAX/EMAIL,patient_fax_email,patient_name,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,INSURANCE NAME,insurance_name,patient_name,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,POLICY NUMBER,policy_number,policy_number,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,PAYER PHONE,payer_phone,contact_phone,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,IN-NETWORK,in_network,Ins_Out_Of_Network,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,OUT-OF-NETWORK,out_of_network,Ins_In_Network,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,YES,yes,checkbox_yes,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,NO,no,diagnosis,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,"IF YES, PLEASE LIST CPT CODE(S) OF PREVIOUS SURGERY",if_yes_lt_cpt_code_s_of_previous_surgery,cpt_codes,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,SURGERY DATE,surgery_date,Date_of_Surgery,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,15271/15272,15271_15272,Cpt_Codes_15271-15272,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,"15273/15274
:formula",15273_15274_formula,Cpt_Codes_15273-15274,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,15275/15276,15275_15276,Cpt_Codes_15275-15276,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,15277/15278,15277_15278,Cpt_Codes_15277-15278,mapped,text,False,0,:unselected:
ACZ_&_ASSOCIATES_IVR,ICD-10 CODES,icd_10_codes,icd10_codes,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,TOTAL WOUND SIZE AND / OR MEDICAL HISTORY,total_wound_size_and_or_medical_htory,Wound_Sizes,mapped,text,False,0,
ACZ_&_ASSOCIATES_IVR,TREATING PHYSICIAN AND FACILITY DEMOGRAPHIC INFORMATION,treating_physician_and_facility_demographic_information,physican_name,mapped,text,False,0,
MedLife IVR,Distributor / Company,dtributor_company,Sales_Company,mapped,text,False,0,
MedLife IVR,Physician Name,physician_name,patient_name,mapped,text,False,0,
MedLife IVR,Practice Name,practice_name,patient_name,mapped,text,False,0,
MedLife IVR,Physician PTAN,physician_ptan,physican_name,mapped,text,False,0,
MedLife IVR,Practice PTAN,practice_ptan,Practice_PTAN,mapped,text,False,0,
MedLife IVR,Physician NPI,physician_npi,physican_name,mapped,text,False,0,
MedLife IVR,Practice NPI,practice_npi,physican_npi,mapped,text,False,0,
MedLife IVR,TAX ID#,tax_id,Tax_ID,mapped,text,False,0,
MedLife IVR,Office Contact Name,office_contact_name,patient_name,mapped,text,False,0,
MedLife IVR,Office Contact Email,office_contact_email,Primary_Contact_Person_Email,mapped,text,False,0,
MedLife IVR,Patient Name,patient_name,patient_name,mapped,text,False,0,
MedLife IVR,Patient DOB,patient_dob,patient_dob,mapped,text,False,0,
MedLife IVR,Primary Insurance,primary_insurance,primary_insurance,mapped,text,False,0,
MedLife IVR,Member ID,member_id,policy_number,mapped,text,False,0,
MedLife IVR,Secondary Insurance,secondary_insurance,secondary_insurance,mapped,text,False,0,
MedLife IVR,"If yes, please list CPT code(s) of previous surgery",if_yes_lt_cpt_code_s_of_previous_surgery,cpt_codes,mapped,text,False,0,
MedLife IVR,Surgery Date,surgery_date,Date_of_Surgery,mapped,text,False,0,
MedLife IVR,Procedure Date,procedure_date,Date_of_Service,mapped,text,False,0,
MedLife IVR,Wound Size,wound_size,Wound_Sizes,mapped,text,False,0,
MedLife IVR,W_Total,w_total,Wound_Size_W,mapped,text,False,0,
MedLife IVR,Wound location,wound_location,Wound_Location,mapped,text,False,0,
MedLife IVR,Size of Graft Requested,size_of_graft_requested,Requested_Size,mapped,text,False,0,
MedLife IVR,ICD-10,icd_10,icd10_codes,mapped,text,False,0,
MedLife IVR,CPT,cpt,cpt_codes,mapped,text,False,0,
MedLife IVR,HCPCS (when applicable,hcpcs_when_applicable,Q_Code,mapped,text,False,0,
MedLife IVR,Please return via email to,return_via_email_to,return_via_email_to,unmapped,text,False,0,ivr@medlifesol.com
MedLife IVR,1.,1,instruction_step_1,mapped,text,False,0,
MedLife IVR,2.,2,instruction_step_2,mapped,text,False,0,
MedLife IVR,3.,3,instruction_step_3,mapped,text,False,0,
MedLife IVR,4.,4,instruction_step_4,mapped,text,False,0,
Advanced Solution IVR,Fax,fax,fax_number,mapped,text,False,0,
Advanced Solution IVR,email to,email_to,email_to,unmapped,text,False,0,Reimbursement@AdvancedSolution.Health
Advanced Solution IVR,Office,office,POS_11,mapped,text,False,0,:unselected:
Advanced Solution IVR,Outpatient Hospital,outpatient_hospital,patient_name,mapped,text,False,0,:unselected:
Advanced Solution IVR,Ambulatory Surgical Center,ambulatory_surgical_c,POS_24,mapped,text,False,0,:unselected:
Advanced Solution IVR,Other,or,POS_12,mapped,text,False,0,:unselected:
Advanced Solution IVR,Facility Name,facility_name,facility_name,mapped,text,False,0,
Advanced Solution IVR,Medicare Admin Contractor,medic_admin_contractor,POS_32,mapped,text,False,0,
Advanced Solution IVR,Address,address,patient_address,mapped,text,False,0,
Advanced Solution IVR,NPI,npi,physican_npi,mapped,text,False,0,
Advanced Solution IVR,Contact Name,contact_name,patient_name,mapped,text,False,0,
Advanced Solution IVR,TIN,tin,physican_TIN,mapped,text,False,0,
Advanced Solution IVR,Phone,phone,patient_phone,mapped,text,False,0,
Advanced Solution IVR,PTAN,ptan,physican_PTAN,mapped,text,False,0,
Advanced Solution IVR,Physician Name,physician_name,patient_name,mapped,text,False,0,
Advanced Solution IVR,Patient Name,patient_name,patient_name,mapped,text,False,0,
Advanced Solution IVR,Address: [City / State / Zip],address_city_state_zip,patient_address,mapped,text,False,0,
Advanced Solution IVR,Yes,yes,checkbox_yes,mapped,text,False,0,:unselected:
